ID,Name,Platform,Platform_Group,Publisher,Genre,Year_of_Release,NA_players,EU_players,JP_players,Other_players,Num_Nodes,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10131,Kousoku Card Battle: Card Hero,DS,,Nintendo,Strategy,2007,0,0,0.11,0,,0.11,,,,,,
10132,BlazBlue: Calamity Trigger Portable,PSP,,PQube,Fighting,2010,0.07,0.01,0.03,0.01,,0.11,82,14,7.8,18,Arc System Works,T
10133,AirForce Delta Strike,PS2,,Konami Digital Entertainment,Simulation,2004,0.05,0.04,0,0.01,,0.11,66,22,7,6,KCE Studios,T
10134,Tokimeki Memorial: Girl's Side 2nd Season,DS,,Konami Digital Entertainment,Adventure,2008,0,0,0.11,0,,0.11,,,,,,
10135,Disney's Peter Pan: Return to Never Land,GBA,,Ubisoft,Platform,2002,0.08,0.03,0,0,,0.11,,,,,,
10136,Pimp My Ride,Wii,,Activision,Racing,2008,0.1,0,0,0.01,,0.11,26,4,3.8,8,Eutechnyx,T
10137,The Fairly Odd Parents: Breakin Da Rules,XB,,THQ,Platform,2003,0.08,0.02,0,0,,0.11,,,,,,
10138,Capcom vs. SNK 2 EO,GC,,Capcom,Fighting,2002,0.09,0.02,0,0,,0.11,68,20,8.9,27,Capcom,T
10139,Hot Wheels Velocity X,GC,,THQ,Racing,2002,0.09,0.02,0,0,,0.11,55,4,6.4,5,Beyond Games,E
10140,Open Season,X360,,Ubisoft,Platform,2006,0.1,0,0,0.01,,0.11,59,15,7.3,9,Ubisoft,E10+
10141,Akiba's Trip: Undead & Undressed,PS3,,Nippon Ichi Software,Action,2013,0.05,0.01,0.04,0.01,,0.11,,,,,,
10142,de Blob 2,DS,,THQ,Platform,2011,0.08,0.02,0,0.01,,0.11,75,11,8.2,6,Halfbrick Studios,E
10143,Call of Juarez: The Cartel,PC,,Ubisoft,Shooter,2011,0.05,0.05,0,0.01,,0.11,51,12,3.3,126,Ubisoft,M
10144,Fabulous Finds,DS,,ValuSoft,Puzzle,2009,0.1,0,0,0.01,,0.11,,,,,THQ,E
10145,Let's Play Garden,DS,,Deep Silver,Simulation,2010,0.1,0,0,0.01,,0.11,,,,,Deep Silver,E
10146,EA Replay,PSP,,Electronic Arts,Action,2006,0.1,0,0,0.01,,0.11,56,19,,,Team Fusion,T
10147,Contra Advance: The Alien Wars EX,GBA,,Konami Digital Entertainment,Shooter,2002,0.08,0.03,0,0,,0.11,70,16,,,Konami,E
10148,Jake Hunter Detective Story: Memories of the Past,DS,,PQube,Adventure,2007,0.06,0,0.05,0,,0.11,72,5,,,WorkJam,T
10149,Escape The Museum,Wii,,Majesco Entertainment,Adventure,2009,0.1,0.01,0,0.01,,0.11,,,,,Void Productions,E
10150,LEGO Ninjago: Shadow of Ronin,PSV,,Warner Bros. Interactive Entertainment,Action,2015,0.01,0.08,0,0.02,,0.11,70,5,,,TT Fusion,E10+
10151,Space Chimps,X360,,Brash Entertainment,Platform,2008,0.1,0,0,0.01,,0.11,57,7,5.3,12,Red Tribe,E10+
10152,FIFA Soccer 06,PSP,,Electronic Arts,Sports,2005,0.1,0,0,0.01,,0.11,77,17,7.7,20,EA Sports,E
10153,JASF: Jane's Advanced Strike Fighters,PS3,,Deep Silver,Simulation,2011,0.07,0.03,0,0.01,,0.11,41,7,3.1,7,Trickstar Games,T
10154,The History Channel: Battle for the Pacific,Wii,,Activision,Shooter,2007,0.1,0,0,0.01,,0.11,,,5.3,6,FUN Labs,T
10155,Army Men: RTS,PS2,,3DO,Strategy,2002,0.05,0.04,0,0.01,,0.11,68,14,,,Pandemic Studios,T
10156,Mobile Suit Gundam: MS Sensen 0079,Wii,,Namco Bandai Games,Simulation,2007,0,0,0.11,0,,0.11,,,,,,
10157,Digimon Story: Cyber Sleuth,PS4,,Namco Bandai Games,Role-Playing,2016,0,0.1,0,0.02,,0.11,75,45,8.5,289,Media Vision,T
10158,Cloudy With a Chance of Meatballs,Wii,,Ubisoft,Platform,2009,0.1,0,0,0.01,,0.11,68,4,5.3,4,Ubisoft Shanghai,E
10159,The Settlers,DS,,Ubisoft,Action,2007,0.1,0,0,0.01,,0.11,39,6,5.6,7,Blue Byte,E
10160,Stronghold,PC,,Gathering of Developers,Strategy,2001,0,0.09,0,0.02,,0.11,81,19,8.9,224,FireFly Studios,T
10161,NCIS 3D,3DS,,Ubisoft,Adventure,2011,0.06,0.04,0,0.01,,0.11,,,,,Ubisoft,T
10162,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,,THQ,Adventure,2011,0,0,0.11,0,,0.11,,,,,,
10163,Ridge Racer Unbounded,X360,,Namco Bandai Games,Racing,2012,0.05,0.05,0,0.01,,0.11,71,59,7.7,56,Bugbear,T
10164,Family Game Night 4: The Game Show,PS3,,Electronic Arts,Misc,2011,0.08,0.02,0,0.01,,0.11,,,,,Electronic Arts,E
10165,Mortal Kombat: Deception,GC,,Midway Games,Fighting,2005,0.09,0.02,0,0,,0.11,77,14,8.9,15,Midway,M
10166,ESPN NHL Hockey,XB,,Sega,Sports,2003,0.08,0.02,0,0,,0.11,88,25,8.4,24,Kush Games,E
10167,Monster Lab,PS2,,Eidos Interactive,Role-Playing,2008,0.05,0.04,0,0.01,,0.11,,,,,Backbone Entertainment,E10+
10168,Yard Sale Hidden Treasures: Sunnyville,DS,,Konami Digital Entertainment,Puzzle,2010,0.1,0,0,0.01,,0.11,,,,,Konami,E10+
10169,John Daly's ProStroke Golf,PS3,,O-Games,Sports,2010,0.09,0.01,0,0.01,,0.11,58,23,4.1,8,Gusto Games,E
10170,XXX,GBA,,Activision,Action,2002,0.08,0.03,0,0,,0.11,50,13,5,4,Digital Eclipse,E
10171,Maximum Force,PS,,GT Interactive,Shooter,1997,0.06,0.04,0,0.01,,0.11,,,,,,
10172,Get Up and Dance,Wii,,O-Games,Misc,2011,0.06,0.04,0,0.01,,0.11,,,,,Crave,T
10173,Truth or Lies,X360,,THQ,Misc,2010,0.07,0.03,0,0.01,,0.11,28,6,5.2,6,THQ,T
10174,Worms Forts: Under Siege,PS2,,Acclaim Entertainment,Strategy,2004,0.05,0.04,0,0.01,,0.11,63,21,8,15,Team 17,T
10175,Guitar Rock Tour,DS,,Gameloft,Misc,2007,0.1,0,0,0.01,,0.11,60,8,,,Ubisoft,E10+
10176,Puzzler World 2,DS,,Ubisoft,Puzzle,2010,0.02,0.07,0,0.02,,0.11,,,,,Ubisoft,E
10177,Project: Snowblind,XB,,Eidos Interactive,Action,2005,0.08,0.02,0,0,,0.11,79,44,7,10,Crystal Dynamics,T
10178,Astro Boy: The Video Game,PS2,,D3Publisher,Action,2009,0.05,0.04,0,0.01,,0.11,56,4,5,4,High Voltage Software,E10+
10179,Gabrielle's Ghostly Groove 3D,3DS,,Funbox Media,Adventure,2011,0.08,0.02,0,0.01,,0.11,62,9,7.4,9,Santa Entertainment,E
10180,Surf's Up,PSP,,Ubisoft,Sports,2007,0.02,0.06,0,0.03,,0.11,,,,,Ubisoft Montreal,E10+
10181,Brave Story: New Traveler (US sales),PSP,,Sony Computer Entertainment,Role-Playing,2006,0.11,0,0,0,,0.11,,,,,,
10182,Cake Mania,DS,,Majesco Entertainment,Puzzle,2007,0.09,0.01,0,0.01,,0.11,55,23,6.1,7,Digital Embryo,E
10183,Disney's Extreme Skate Adventure,XB,,Activision,Sports,2003,0.08,0.02,0,0,,0.11,76,15,8.3,7,Toys for Bob,E
10184,Tales of Phantasia (PS1 & PSP Versions),PSP,,Namco Bandai Games,Role-Playing,2006,0,0,0.11,0,,0.11,,,,,,
10185,Kouchuu Ouja Mushi King: Super Collection,DS,,Sega,Action,2007,0,0,0.11,0,,0.11,,,,,,
10186,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,,THQ,Action,2003,0.09,0.02,0,0,,0.11,,,,,,
10187,Nickelodeon Dance,X360,,Take-Two Interactive,Misc,2011,0.08,0.02,0,0.01,,0.11,,,,,High Voltage Software,E
10188,Pac-Man World 2,GBA,,Zoo Digital Publishing,Action,2005,0.08,0.03,0,0,,0.11,,,6,5,Full Fat,E
10189,Odama,GC,,Nintendo,Misc,2006,0.07,0.02,0.02,0,,0.11,62,42,8,17,Vivarium,E10+
10190,PriPara Mezase! Idol Grand Prix No.1!,3DS,,Takara Tomy,Misc,2015,0,0,0.11,0,,0.11,,,,,,
10191,Karaoke Revolution Presents American Idol Encore,X360,,Konami Digital Entertainment,Misc,2008,0.1,0,0,0.01,,0.11,70,7,7,6,Blitz Games,E
10192,Mobile Light Force 2,PS2,,Taito,Shooter,2002,0.05,0.04,0,0.01,,0.11,59,9,,,Alfa System,E
10193,Naval Ops: Warship Gunner,PS2,,Tecmo Koei,Simulation,2003,0.05,0.04,0,0.01,,0.11,67,17,8.9,23,Micro Cabin,T
10194,Soma Bringer,DS,,Nintendo,Role-Playing,2008,0,0,0.11,0,,0.11,,,,,,
10195,Paws & Claws Pet Vet: Australian Adventures,DS,,THQ,Simulation,2009,0.1,0,0,0.01,,0.11,,,,,,
10196,Shin Sangoku Musou 6 Special,PSP,,Tecmo Koei,Action,2011,0,0,0.11,0,,0.11,,,,,,
10197,Go! Sudoku (JP sales),PSP,,Sony Computer Entertainment,Puzzle,2005,0,0,0.11,0,,0.11,,,,,,
10198,Bionicle Heroes,GC,,Eidos Interactive,Shooter,2006,0.08,0.02,0,0,,0.11,51,4,5.2,5,Traveller's Tales,E10+
10199,The King of Fighters 2000/2001,PS2,,Ignition Entertainment,Fighting,2003,0.05,0.04,0,0.01,,0.11,71,31,8.6,17,SNK Playmore,T
10200,Valkyrie Drive: Bhikkhuni,PSV,,PQube,Action,2015,0,0.03,0.07,0.01,,0.11,72,7,8.5,11,Marvelous Inc.,M
10201,Top Gear Rally 2,N64,,Kemco,Racing,1999,0.09,0.02,0,0,,0.11,,,,,,
10202,Chopper Attack,N64,,GT Interactive,Action,1997,0.09,0.02,0,0,,0.11,,,,,,
10203,Vigilante 8: 2nd Offense,N64,,Activision,Racing,2000,0.09,0.02,0,0,,0.11,,,,,,
10204,Fighting Force 64,N64,,Crave Entertainment,Action,1999,0.09,0.02,0,0,,0.11,,,,,,
10205,Lunacy,SAT,,Sega,Adventure,1996,0,0,0.11,0,,0.11,,,,,,
10206,Snowboard Kids 2,N64,,Atlus,Sports,1999,0.09,0.02,0,0,,0.11,,,,,,
10207,Batman & Robin,PS,,Acclaim Entertainment,Action,1998,0.06,0.04,0,0.01,,0.11,,,,,,
10208,Tonic Trouble,N64,,Ubisoft,Platform,1999,0.09,0.02,0,0,,0.11,,,,,,
10209,Nuclear Strike 64,N64,,THQ,Simulation,1999,0.09,0.02,0,0,,0.11,,,,,,
10210,Chameleon Twist,N64,,Sunsoft,Platform,1997,0.09,0.02,0,0,,0.11,,,,,,
10211,DualPenSports,3DS,,Namco Bandai Games,Sports,2011,0.05,0.05,0,0.01,,0.11,58,11,,,Indies Zero,E10+
10212,Grease,DS,,505 Games,Misc,2010,0.1,0,0,0.01,,0.11,,,,,Big Head Games Ltd.,E10+
10213,The King of Fighters Collection: The Orochi Saga,Wii,,Ignition Entertainment,Fighting,2008,0.1,0,0,0.01,,0.11,70,15,,,SNK Playmore,T
10214,The Spiderwick Chronicles,X360,,Vivendi Games,Action,2008,0.09,0.01,0,0.01,,0.11,59,40,,,Stormfront Studios,E10+
10215,Bodycount,PS3,,Codemasters,Shooter,2011,0.05,0.05,0,0.02,,0.11,50,40,3.5,28,Guildford Studio,M
10216,Street Fighter Collection,SAT,,Capcom,Fighting,1996,0,0,0.11,0,,0.11,,,,,,
10217,Ninja Assault,PS2,,Namco Bandai Games,Shooter,2002,0.05,0.04,0,0.01,,0.11,60,17,5.3,4,Namco,T
10218,Samurai Warriors 4,PSV,,Tecmo Koei,Action,2014,0,0,0.11,0,,0.11,76,5,8.6,18,Omega Force,T
10219,Winter Stars,Wii,,Deep Silver,Sports,2011,0.05,0.05,0,0.01,,0.11,,,,,49Games,E
10220,Hasbro Family Game Night Fun Pack,Wii,,Electronic Arts,Misc,2011,0.1,0,0,0.01,,0.11,,,,,Virtuos,E
10221,Planet 51,PS3,,Sega,Action,2009,0.07,0.03,0,0.01,,0.11,50,11,,,Pyro Studios,E
10222,GunGriffon Blaze,PS2,,Swing! Entertainment,Simulation,2000,0.05,0.04,0,0.01,,0.11,73,16,,,Game Arts,T
10223,Frontier Gate,PSP,,Konami Digital Entertainment,Role-Playing,2011,0,0,0.11,0,,0.11,,,,,,
10224,Higurashi no Naku Koro ni Matsuri,PS2,,Alchemist,Adventure,2007,0,0,0.11,0,,0.11,,,,,,
10225,Army Men: Soldiers of Misfortune,DS,,Zoo Games,Shooter,2008,0.1,0,0,0.01,,0.11,35,4,,,Big Blue Entertainment,E
10226,Top Angler: Real Bass Fishing,PS2,,Xicat Interactive,Sports,2002,0.05,0.04,0,0.01,,0.11,,,,,,
10227,Eragon,PSP,,Vivendi Games,Action,2006,0.1,0,0,0.01,,0.11,59,15,,,"Amaze Entertainment, Vivendi Games",T
10228,Breakout,PS,,Hasbro Interactive,Puzzle,1999,0.06,0.04,0,0.01,,0.11,,,,,Supersonic Software,E
10229,AKB48+Me,3DS,,Unknown,Action,2012,0,0,0.11,0,,0.11,,,,,,
10230,Alias,PS2,,Acclaim Entertainment,Action,2004,0.05,0.04,0,0.01,,0.11,64,31,8,10,Acclaim Studios Cheltenham,T
10231,Sakura Taisen Hanagumi Tsuushin,SAT,,Sega,Misc,1997,0,0,0.11,0,,0.11,,,,,,
10232,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,,Nintendo,Adventure,2004,0,0,0.11,0,,0.11,,,,,,
10233,Calling,Wii,,Konami Digital Entertainment,Adventure,2009,0.06,0.04,0,0.01,,0.11,49,28,6.7,16,Hudson Entertainment,T
10234,Yomawari,PSV,,Nippon Ichi Software,Adventure,2015,0.02,0.02,0.06,0.01,,0.11,,,,,,
10235,Night at the Museum: Battle of the Smithsonian,X360,,Majesco Entertainment,Action,2009,0.07,0.03,0,0.01,,0.11,50,15,7.1,8,"Majesco Games, Majesco",E10+
10236,Pinball Hall of Fame: The Williams Collection,PSP,,System 3 Arcade Software,Misc,2008,0.09,0.01,0,0.01,,0.11,78,4,,,Farsight Studios,E10+
10237,Spyborgs,Wii,,Capcom,Action,2009,0.09,0.01,0,0.01,,0.11,66,30,6.3,6,Bionic Games,T
10238,ESA Game Pack,PS3,,Sony Computer Entertainment,Misc,2010,0.1,0,0,0.01,,0.11,,,,,Various,T
10239,Outlaw Golf: Nine Holes of Christmas,XB,,Simon & Schuster Interactive,Sports,2002,0.08,0.02,0,0,,0.11,,,,,,
10240,Invizimals: The Lost Tribes,PSP,,Sony Computer Entertainment,Action,2011,0,0.08,0,0.03,,0.11,,,,,Novarama,
10241,NHL Rivals 2004,XB,,Microsoft Game Studios,Sports,2003,0.08,0.02,0,0,,0.11,65,39,8.8,20,Microsoft Game Studios,E
10242,Bodycount,X360,,Codemasters,Shooter,2011,0.07,0.03,0,0.01,,0.11,53,61,4.7,73,Guildford Studio,M
10243,X-Men: Next Dimension,XB,,Activision,Fighting,2002,0.08,0.02,0,0,,0.11,56,12,,,Paradox Development,T
10244,Tyco RC: Assault with a Battery,PS,,Syscom,Racing,1999,0.06,0.04,0,0.01,,0.11,,,,,,
10245,Felony 11-79,PS,,ASCII Entertainment,Racing,1997,0.06,0.04,0,0.01,,0.11,,,,,,
10246,Machinarium,PC,,Daedalic,Adventure,2009,0,0.09,0,0.02,,0.11,85,47,8.8,526,Amanita Design,
10247,Avatar: The Last Airbender,PSP,,THQ,Adventure,2006,0.1,0,0,0.01,,0.11,57,9,6.3,10,TOSE,E10+
10248,Death Jr.: Root of Evil,Wii,,Eidos Interactive,Platform,2008,0.1,0,0,0.01,,0.11,71,14,8.1,14,Backbone Entertainment,T
10249,Classic Road,SNES,,Victor Interactive,Sports,1993,0,0,0.11,0,,0.11,,,,,,
10250,Panzer Dragoon Saga,SAT,,Sega,Role-Playing,1997,0,0,0.11,0,,0.11,,,,,,
10251,Michael Phelps: Push the Limit,X360,,505 Games,Sports,2011,0.09,0.01,0,0.01,,0.11,48,10,3.5,6,Blitz Games,E
10252,Nicktoons: Unite!,DS,,THQ,Adventure,2006,0.1,0,0,0.01,,0.11,,,,,,
10253,Lost in Blue,DS,,Konami Digital Entertainment,Adventure,2005,0.07,0.02,0.02,0.01,,0.11,69,33,7.8,21,Konami Computer Entertainment Hawaii,E10+
10254,Wasteland 2,PS4,,Deep Silver,Role-Playing,2015,0.08,0,0.02,0.02,,0.11,,,,,,
10255,Smash Court Tennis 3,X360,,Atari,Sports,2007,0.08,0.02,0,0.01,,0.11,55,32,,,Bandai Namco Games,E
10256,Batman: Return to Arkham,XOne,,Warner Bros. Interactive Entertainment,Action,2016,0.05,0.05,0,0.01,,0.11,77,6,8.2,43,"Rocksteady Studios, Virtuos",T
10257,The Scorpion King: Rise of the Akkadian,GC,,Universal Interactive,Action,2002,0.08,0.02,0,0,,0.11,49,7,,,Point of View,T
10258,Shining Ark,PSP,,Sega,Role-Playing,2013,0,0,0.11,0,,0.11,,,,,,
10259,Transformers: Beast Wars Transmetals,PS,,BAM! Entertainment,Fighting,2000,0.06,0.04,0,0.01,,0.11,,,,,,
10260,GiFTPiA,GC,,Unknown,Role-Playing,N/A,0,0,0.11,0,,0.11,,,,,,
10261,My Little Sister Can't Be This Cute Portable,PSP,,Namco Bandai Games,Action,2012,0,0,0.11,0,,0.11,,,,,,
10262,Backyard NFL Football '10,X360,,Atari,Sports,2009,0.1,0,0,0.01,,0.11,,,,,,
10263,Constantine,PS2,,SCi,Action,2005,0.05,0.04,0,0.01,,0.11,58,29,7.4,24,Bits Studios,M
10264,Charlie and the Chocolate Factory,XB,,Global Star,Adventure,2005,0.08,0.02,0,0,,0.11,39,20,0.5,8,"High Voltage Software, Backbone Entertainment",E
10265,Dynasty Tactics 2,PS2,,Tecmo Koei,Strategy,2003,0.05,0.04,0,0.01,,0.11,78,18,9.1,13,Koei,T
10266,Real World Golf,PS2,,Valcon Games,Sports,2005,0.05,0.04,0,0.01,,0.11,73,11,6.3,4,"Aqua Pacific, In2Games",E
10267,Winter Heat,SAT,,Sega,Sports,1996,0,0,0.11,0,,0.11,,,,,,
10268,Ty the Tasmanian Tiger 2: Bush Rescue,XB,,Electronic Arts,Platform,2004,0.08,0.02,0,0,,0.11,69,29,8.8,4,Krome Studios,E
10269,Hole in the Wall: Deluxe Edition,X360,,Ubisoft,Misc,2011,0.1,0,0,0.01,,0.11,,,,,Ubisoft,E
10270,Defender,GC,,Midway Games,Misc,2002,0.08,0.02,0,0,,0.11,66,14,,,Inevitable Entertainment,T
10271,Blazblue: Continuum Shift Extend,PSV,,PQube,Fighting,2011,0.03,0.05,0.02,0.02,,0.11,83,28,7.5,97,Arc System Works,T
10272,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,,Atari,Misc,2005,0.1,0,0,0.01,,0.11,,,,,,
10273,Mushroom Men: Rise of the Fungi,DS,,SouthPeak Games,Action,2008,0.1,0,0,0.01,,0.11,45,16,7.3,4,Red Fly Studio,E
10274,The Polar Express,GC,,THQ,Adventure,2004,0.08,0.02,0,0,,0.11,40,7,4.7,9,Blue Tongue Entertainment,E
10275,BMX XXX,XB,,Acclaim Entertainment,Sports,2002,0.08,0.02,0,0,,0.11,58,26,7.8,9,"Z-Axis, Ltd.",M
10276,ATV: Quad Frenzy,DS,,Majesco Entertainment,Racing,2005,0.1,0,0,0.01,,0.11,35,5,,,Skyworks Technologies,E
10277,Touch Detective 2 1/2,DS,,505 Games,Adventure,2007,0.09,0,0.01,0.01,,0.11,67,13,,,BeeWorks,E
10278,Animal Planet: Vet Life,DS,,Activision,Simulation,2009,0.1,0,0,0.01,,0.11,,,,,Activision,E
10279,Frogger: Helmet Chaos,PSP,,Konami Digital Entertainment,Platform,2005,0.1,0,0,0.01,,0.11,66,18,6.4,5,Konami Computer Entertainment Hawaii,E
10280,Picross 3D 2,3DS,,Nintendo,Puzzle,2015,0,0,0.11,0,,0.11,,,,,,
10281,Pimp My Ride,X360,,Activision,Racing,2006,0.1,0,0,0.01,,0.11,38,14,3.8,29,Eutechnyx,T
10282,Lady Sia,GBA,,TDK Mediactive,Platform,2001,0.08,0.03,0,0,,0.11,73,8,,,RFX Interactive,E
10283,Rock Band: Metal Track Pack,PS2,,MTV Games,Misc,2009,0.05,0.04,0,0.01,,0.11,,,,,Harmonix Music Systems,T
10284,Robotech: Invasion,PS2,,Global Star,Shooter,2004,0.05,0.04,0,0.01,,0.11,57,33,,,Vicious Cycle,T
10285,Vacation Sports,Wii,,Ubisoft,Sports,2009,0.09,0.01,0,0.01,,0.11,,,,,Mere Mortals,E
10286,PDC World Championship Darts: Pro Tour,Wii,,O-Games,Sports,2010,0,0.09,0,0.01,,0.11,,,,,,
10287,Hollywood Squares,Wii,,Ubisoft,Misc,2010,0.1,0,0,0.01,,0.11,,,,,Ubisoft,E10+
10288,Dr. Seuss' The Cat in the Hat,XB,,Vivendi Games,Misc,2003,0.08,0.02,0,0,,0.11,56,6,,,Magenta Software,E
10289,Irozuki Tingle no Koi no Balloon Trip,DS,,Nintendo,Adventure,2009,0,0,0.11,0,,0.11,,,,,,
10290,Silly Bandz: Play The Craze,DS,,Deep Silver,Puzzle,2010,0.1,0,0,0.01,,0.11,,,,,,
10291,RIGS: Mechanized Combat League,PS4,,Sony Computer Entertainment,Action,2016,0.03,0.05,0.01,0.02,,0.11,79,42,7.9,76,Guerilla Cambridge,T
10292,Final Fantasy I & II,NES,,Square,Role-Playing,1994,0,0,0.11,0,,0.11,,,,,,
10293,Starsky & Hutch,GC,,BAM! Entertainment,Racing,2003,0.08,0.02,0,0,,0.11,,,,,,
10294,Hellboy: The Science of Evil,X360,,Konami Digital Entertainment,Action,2008,0.1,0,0,0.01,,0.11,44,31,5.7,9,Krome Studios,T
10295,Langrisser IV,SAT,,NCS,Strategy,1997,0,0,0.11,0,,0.11,,,,,,
10296,ATV Quad Kings,DS,,Storm City Games,Racing,2010,0.1,0,0,0.01,,0.11,47,4,,,Beyond Reality,E
10297,FoxKids.com Micro Maniacs Racing,PS,,Codemasters,Racing,2000,0.06,0.04,0,0.01,,0.11,,,,,,
10298,Hexen: Beyond Heretic,PS,,GT Interactive,Shooter,1997,0.06,0.04,0,0.01,,0.11,,,,,,
10299,NBA Live 16,XOne,,Electronic Arts,Sports,2015,0.09,0.01,0,0.01,,0.11,60,17,5.6,62,EA Sports,E
10300,Arcade Party Pak,PS,,Midway Games,Misc,1999,0.06,0.04,0,0.01,,0.11,,,,,,
10301,Deus Ex: Human Revolution,WiiU,,Square Enix,Shooter,2013,0.05,0.05,0,0.01,,0.11,,,,,,
10302,Sonic Generations,PC,,Sega,Platform,2011,0.02,0.07,0,0.02,,0.11,77,11,8.3,337,Sega,E
10303,Kotoba no Puzzle: Mojipittan Daijiten,PSP,,Namco Bandai Games,Puzzle,2004,0,0,0.11,0,,0.11,,,,,,
10304,Yamaha Supercross,DS,,Zoo Digital Publishing,Racing,2009,0.1,0,0,0.01,,0.11,,,,,Coyote Console,E
10305,Hitman Trilogy,PS2,,Eidos Interactive,Action,2007,0.05,0.04,0,0.01,,0.11,,,,,Eidos Interactive,M
10306,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,,Square Enix,Misc,2006,0,0,0.11,0,,0.11,,,,,,
10307,Astro Boy: The Video Game,Wii,,D3Publisher,Action,2009,0.1,0,0,0.01,,0.11,48,17,3.5,4,High Voltage Software,E10+
10308,Railroad Tycoon II,PS,,PopTop Software,Strategy,1999,0.06,0.04,0,0.01,,0.11,,,,,,
10309,The Cheetah Girls: Pop Star Sensations,DS,,Disney Interactive Studios,Misc,2007,0.1,0,0,0.01,,0.11,,,,,Handheld Games,E
10310,Kirarin * Revolution: Kira Kira Idol Audition,DS,,Konami Digital Entertainment,Simulation,2006,0,0,0.11,0,,0.11,,,,,,
10311,Rock Band: Metal Track Pack,Wii,,MTV Games,Misc,2009,0.1,0,0,0.01,,0.11,,,,,Harmonix Music Systems,T
10312,Ranma 1/2: Akanekodan Teki Hihou,SNES,,TOHO,Role-Playing,1993,0,0,0.11,0,,0.11,,,,,,
10313,Grand Theft Auto: San Andreas,X360,,Take-Two Interactive,Action,2008,0.08,0.02,0,0.01,,0.11,,,7.5,46,War Drum Studios,M
10314,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,,THQ,Action,2011,0.07,0.03,0,0.01,,0.11,,,,,,
10315,Planet 51,X360,,Sega,Action,2009,0.07,0.03,0,0.01,,0.11,53,13,,,Pyro Studios,E
10316,The BIGS,PSP,,Take-Two Interactive,Sports,2007,0.1,0,0,0.01,,0.11,72,9,,,Blue Castle Games,E
10317,[Prototype 2],PC,,Activision,Action,2012,0.07,0.03,0,0.01,,0.11,76,12,6.4,389,Radical Entertainment,M
10318,Zombie Army Trilogy,XOne,,Rebellion Developments,Shooter,2015,0.05,0.05,0,0.01,,0.11,62,10,7.2,40,Rebellion,
10319,Happy Feet Two,PS3,,Warner Bros. Interactive Entertainment,Action,N/A,0.09,0,0,0.01,,0.11,,,,,,
10320,Victory Zone,PS,,Sony Computer Entertainment,Misc,1995,0,0,0.1,0.01,,0.11,,,,,,
10321,Cabela's North American Adventures,X360,,Activision,Sports,2010,0.1,0,0,0.01,,0.11,51,5,9,4,FUN Labs,T
10322,Rengoku: The Tower of Purgatory,PSP,,Konami Digital Entertainment,Action,2005,0.1,0,0,0.01,,0.11,43,30,5.6,22,Neverland,M
10323,Cabela's Adventure Camp,PS3,,Activision,Misc,2011,0.06,0.03,0,0.02,,0.11,,,,,Activision,E
10324,Goal Storm '97,PS,,Konami Digital Entertainment,Sports,1996,0.01,0,0.09,0.01,,0.11,,,,,,
10325,Paws & Claws: Pet Resort,Wii,,THQ,Simulation,2009,0.1,0,0,0.01,,0.11,,,,,,
10326,Bust-A-Move DS,DS,,505 Games,Puzzle,2005,0.08,0.02,0,0.01,,0.11,75,14,7,6,Happy Happening,E
10327,Dynasty Warriors Advance,GBA,,Nintendo,Action,2005,0.08,0.03,0,0,,0.11,56,22,,,Koei,E
10328,God Eater 2: Rage Burst,PS4,,Namco Bandai Games,Role-Playing,2015,0,0.01,0.09,0,,0.11,69,35,8,79,Shift,T
10329,Pachi-Slot Aruze Oukoku 3,PS,,Aruze Corp,Misc,2000,0,0,0.1,0.01,,0.11,,,,,,
10330,Tournament Pool,Wii,,Destineer,Sports,2009,0.1,0,0,0.01,,0.11,,,,,Destineer,E
10331,Rock Band Track Pack: Classic Rock,PS3,,MTV Games,Misc,2009,0.1,0,0,0.01,,0.11,,,,,Harmonix Music Systems,T
10332,Aqua Aqua,PS2,,3DO,Puzzle,2000,0.05,0.04,0,0.01,,0.11,79,14,,,Zed Two Limited,E
10333,BlazBlue: Continuum Shift II,3DS,,PQube,Fighting,2011,0.05,0.01,0.04,0.01,,0.11,64,14,6.1,19,Arc System Works,T
10334,Cats & Dogs: The Revenge of Kitty Galore,DS,,505 Games,Action,2010,0.1,0,0,0.01,,0.11,,,,,,
10335,Mega Man Zero 4,GBA,,Capcom,Platform,2005,0.08,0.03,0,0,,0.11,77,17,9.1,21,Inti,E
10336,NASCAR '14,PS3,,Deep Silver,Racing,2014,0.09,0,0,0.02,,0.11,67,7,4.6,20,Eutechnyx,E
10337,Where the Wild Things Are,PS3,,Warner Bros. Interactive Entertainment,Platform,2009,0.09,0.01,0,0.01,,0.11,53,8,4.8,4,Griptonite Games,E10+
10338,Black Bass with Blue Marlin,PS,,Starfish,Sports,1999,0.06,0.04,0,0.01,,0.11,,,,,,
